name,status,feat_type,reo,x,y
Allen River Right Branch,Unofficial Recorded,Stream,0,172.311083,-41.438583
Allen Strait (Guards Pass),Unofficial Recorded,Channel,0,174.063694,-40.995806
Allen Swamp,Official Assigned,Wetland,0,174.610709,-36.933854
Allendale,Unofficial Recorded,Locality,0,172.64725,-43.639611
Allens Hill,Unofficial Recorded,Hill,0,170.676833,-43.01
Allenton,Unofficial Recorded,Suburb,0,171.741333,-43.888972
Alligator Head,Unofficial Recorded,Point,0,174.155028,-40.968556
Allison Mountain,Official Assigned,Hill,0,168.281486,-44.362734
Allman Bay,Unofficial Recorded,Bay,0,173.869944,-40.784139
Allom Bay,Unofficial Recorded,Bay,0,175.4355,-36.269333
Allports Island,Unofficial Recorded,Island,0,174.055917,-41.236111
Allports Island Scenic Reserve,Official Validated,scenic reserve,0,174.056667,-41.236667
Allsops Bay,Unofficial Replaced,Bay,0,175.172192,-41.285451
Allsops Bay Wildlife Reserve,Official Validated,Government purpose reserve,0,175.168889,-41.284722
Allup Ravine,Unofficial Recorded,Valley,0,168.875056,-44.140917
Ally Trickle,Unofficial Recorded,Stream,0,170.737306,-43.216917
Alma,Unofficial Recorded,Hill,0,170.727278,-43.555056
Alma,Unofficial Recorded,Locality,0,170.920444,-45.111139
Alma Bend,Unofficial Recorded,Stream,0,172.87,-42.294167
Alma Col,Official Assigned,Pass,0,170.72799,-43.559885
Alma Heights,Official Assigned,Hill,0,172.976313,-42.147584
Alma Hill,Unofficial Recorded,Hill,0,172.972222,-40.873889
Alma Peak,Unofficial Recorded,Hill,0,172.969472,-42.143667
Alma River,Unofficial Recorded,Stream,0,173.026,-42.161528
Alma Saddle,Official Assigned,Pass,0,172.933145,-42.272668
Alma Spur,Official Assigned,Ridge,0,170.746409,-43.549469
Alma Stream,Unofficial Recorded,Stream,0,170.758611,-43.557
Almadale,Unofficial Recorded,Locality,0,175.648444,-40.1685
Almadale Scenic Reserve,Official Validated,scenic reserve,0,175.660833,-40.173889
Almer Glacier,Unofficial Recorded,Glacier,0,170.208111,-43.466722
Alph Caves,Official Approved,Cave,0,172.767441,-41.102965
Alph Stream,Official Assigned,Stream,0,172.774791,-41.103761
Alpha,Unofficial Recorded,Hill,0,175.270222,-40.986139
Alpha Burn,Unofficial Recorded,Stream,0,169.010556,-44.694417
Alpha Creek,Official Assigned,Stream,0,168.608179,-44.959739
Alpha Creek,Unofficial Recorded,Stream,0,170.694778,-43.055222
Alpha Creek,Unofficial Recorded,Stream,0,171.668306,-41.9225
Alpha Mountain,Official Assigned,Hill,0,168.534021,-44.45753
Alpheus Creek,Official Assigned,Stream,0,170.66825,-43.286147
Alpine Creek,Unofficial Recorded,Stream,0,172.989222,-41.650222
Alpine Flat,Unofficial Recorded,Flat,0,168.962833,-44.117306
Alpine Lake/Ata Puai,Official Altered,Lake,2,170.136682,-43.287287
Also Gully,Unofficial Recorded,Valley,0,169.913639,-43.769667
Alsops Bay,Official Assigned,Bay,0,175.172192,-41.285451
Altimarloch,Unofficial Recorded,Hill,0,173.776222,-41.753333
Alton,Unofficial Recorded,Locality,0,174.444833,-39.663417
Alton Burn,Unofficial Recorded,Stream,0,167.661139,-46.07275
Alum Gully,Unofficial Recorded,Valley,0,170.853028,-45.006528
Alum Lake,Unofficial Recorded,Lake,0,176.062333,-38.617528
Alva Creek,Official Approved,Stream,0,172.241917,-40.775583
Amazon Basin,Official Altered,Basin,0,167.511574,-44.833734
Amazon Cove,Unofficial Recorded,Bay,0,167.509472,-44.846778
Amazon Peak,Official Assigned,Hill,0,170.842223,-43.35421
Amazons Breasts,Official Assigned,Hill,0,170.947754,-43.205346
Amber Col,Official Assigned,Pass,0,171.692894,-42.907756
Amberley,Unofficial Recorded,Locality,0,172.731861,-43.153583
Amberley Beach,Unofficial Recorded,Locality,0,172.778944,-43.173722
Amberley Beach Lagoon,Official Assigned,Lake,0,172.783036,-43.168745
Ambrose Creek,Official Approved,Stream,0,172.588636,-40.903162
Ambrose Saddle,Official Assigned,Pass,0,170.907653,-43.32843
Ambury Bluff,Official Assigned,Cliff,0,174.071172,-39.283687
Ambury Park,Unofficial Recorded,Locality,0,174.756333,-36.947083
Ameku,Unofficial Recorded,Hill,1,175.200111,-39.381861
Amerikiwhati Island,Unofficial Recorded,Island,1,174.236556,-41.199194
Amethyst Ravine,Unofficial Recorded,Valley,0,170.663917,-43.168528
Amherst Glacier,Official Assigned,Glacier,0,170.574808,-43.430683
Amia Stream,Unofficial Recorded,Stream,1,177.653639,-38.575694
Amisfield Burn,Unofficial Recorded,Stream,0,169.240667,-44.931639
Amodeo Bay,Unofficial Recorded,Locality,0,175.433222,-36.671583
Amodeo Rocks,Unofficial Recorded,Island,0,175.45775,-36.317833
Amodeo Rocks,Unofficial Recorded,Reef,0,175.458333,-36.319167
Amohia Peak,Official Approved,Hill,1,172.313432,-41.018593
Amokura Railway Station,Official Assigned,Railway Station,1,175.07881,-37.314608
Amphion Peak,Official Assigned,Hill,0,168.232844,-44.605569
Amphitheatre,Official Assigned,Recreation,0,175.541715,-39.304953
Amphitheatre,Unofficial Recorded,Flat,0,171.386889,-43.282222
Amphitheatre Creek,Official Approved,Stream,0,172.564528,-40.891361
Amphitheatre Creek,Official Assigned,Stream,0,171.515926,-43.084195
Amphlett Stream,Official Assigned,Stream,0,174.503244,-37.043068
Amuri Pass,Unofficial Recorded,Pass,1,172.179083,-42.521389
Amuri Plain,Official Assigned,Area,1,172.910185,-42.744652
Amuri Range,Official Assigned,Range,1,173.159163,-42.431603
Ana Tupapaku,Unofficial Recorded,Cave,1,176.410611,-38.125
Ana-kai-nehu,Unofficial Recorded,Cave,1,173.106028,-43.780472
Anaconda,Unofficial Recorded,Hill,0,172.244806,-41.372056
Anakakata Bay,Unofficial Recorded,Bay,1,174.279417,-41.043417
Anakawau Bay,Unofficial Recorded,Bay,1,173.825722,-40.921444
Anakiwa,Unofficial Recorded,Locality,1,173.907417,-41.263472
Anakoha Bay,Unofficial Recorded,Bay,1,174.092556,-41.021556
Anama,Official Assigned,Locality,1,171.389553,-43.777882
Anamata Stream,Official Assigned,Stream,1,174.605233,-36.899024
Ananui Caves,Unofficial Recorded,Cave,1,171.485083,-41.932556
Ananui Creek,Unofficial Recorded,Stream,1,171.5055,-41.947806
Ananui Falls,Official Assigned,Waterfall,1,175.833779,-37.497897
Ananui Stream,Official Assigned,Stream,1,175.836463,-37.500106
Anaomaki Point,Unofficial Recorded,Point,1,174.720333,-38.120694
Anaotamaraukura,Official Assigned,Locality,1,177.920316,-38.86689
Anaotehuruhuru Stream,Unofficial Recorded,Stream,1,173.818806,-35.056944
Anapai Bay,Official Approved,Bay,1,173.007028,-40.802528
Anapuhipuhi Blowhole,Official Assigned,Coast Feature,1,173.156247,-34.756036
Anaputa Point,Unofficial Recorded,Point,1,176.580944,-38.064472
Anaputa Rock,Unofficial Recorded,Rock,1,174.713,-38.214694
Anarake Point,Unofficial Recorded,Point,1,175.604667,-36.682694
Anarewa Point,Official Assigned,Point,1,173.018627,-41.050718
Anarewa Stream,Official Assigned,Stream,1,173.015469,-41.048129
Anaru Stream,Unofficial Recorded,Stream,1,176.261389,-39.120194
Anatakapau Bay,Official Approved,Bay,1,172.997028,-40.792222
Anatakupu Island,Official Assigned,Island,1,173.869183,-40.89649
Anataonga Cave,Unofficial Recorded,Cave,1,168.600389,-43.970194
Anatimo,Official Approved,Locality,1,172.947278,-40.829833
Anatohia Bay,Unofficial Recorded,Bay,1,174.315056,-41.138028
Anatoki Bend,Official Approved,Bend,1,172.686461,-40.922489
Anatoki Peak,Official Approved,Hill,1,172.540467,-40.959495
Anatoki Range,Official Approved,Range,1,172.653727,-40.946673
Anatoki River,Official Approved,Stream,1,172.721714,-40.892195
Anatori,Unofficial Recorded,Locality,1,172.358694,-40.703833
Anatori River,Official Assigned,Stream,1,172.361843,-40.753165
Anaura Bay,Unofficial Recorded,Bay,1,178.330028,-38.236
Anaura Bay Recreation Reserve,Official Validated,recreation reserve,1,178.308333,-38.233333
Anaura Bay Scenic Reserve,Unofficial Replaced,scenic reserve,1,178.307055,-38.225024
Anaura Marae,Unofficial Recorded,Site,2,178.316389,-38.251083
Anaura Road,Unofficial Discontinued,Road,1,176.917935,-39.04518
Anaura Stream,Unofficial Recorded,Stream,1,176.910028,-39.050361
Anauraiti Stream,Unofficial Recorded,Stream,1,178.1645,-38.149889
Anaweka River,Official Approved,Stream,1,172.285278,-40.749
Anawera Point,Unofficial Replaced,Point,1,173.018627,-41.050718
Anawera Stream,Unofficial Replaced,Stream,1,173.015469,-41.048129
Anawhata,Unofficial Recorded,Locality,1,174.446778,-36.921778
Anawhata Stream,Unofficial Recorded,Stream,1,174.479556,-36.914389
Anawhenua Stream,Unofficial Recorded,Stream,1,176.491167,-39.248417
Anchor Bay,Unofficial Recorded,Bay,0,173.068917,-40.958667
Anchor Bay,Unofficial Recorded,Bay,0,174.84075,-36.368
Anchor Island,Unofficial Recorded,Island,0,166.497361,-45.757944
Anchor Island Harbour,Unofficial Recorded,Bay,0,166.519861,-45.743056
Anchor Point,Unofficial Recorded,Point,0,166.56375,-45.7555
Anchor Point,Unofficial Recorded,Point,0,173.903694,-40.923556
Anchor Ridge,Unofficial Recorded,Ridge,0,168.381667,-46.625
Anchorage Arm,Unofficial Recorded,Bay,0,166.864417,-45.393944
Anchorage Bay,Unofficial Recorded,Bay,0,172.906389,-43.826111
Anchorage Cove,Unofficial Recorded,Bay,0,166.602472,-46.036222
Anchorage Cove,Unofficial Recorded,Bay,0,167.397389,-44.927611
Anchorage Island,Unofficial Recorded,Island,0,167.670611,-47.204222
Anchorite Rock,Unofficial Recorded,Reef,0,175.130333,-36.431
Andermatten Glacier,Unofficial Recorded,Glacier,0,170.167694,-43.470639
Anderson Creek,Unofficial Recorded,Stream,0,171.504917,-42.469139
Anderson Creek,Unofficial Recorded,Stream,0,171.888667,-42.113472
Anderson Creek,Unofficial Recorded,Stream,0,172.074306,-41.551694
Anderson Glen,Unofficial Recorded,Valley,0,168.670694,-44.094028
Anderson Peak,Official Assigned,Hill,0,171.490435,-42.883717
Anderson Rock,Unofficial Recorded,Reef,0,170.699167,-45.74
Anderson Stream,Official Assigned,Stream,0,170.703126,-44.42697
Anderson Stream,Official Assigned,Stream,0,174.532862,-36.88921
Anderson Stream,Official Assigned,Stream,0,175.921651,-40.894199
Anderson Stream,Unofficial Recorded,Stream,0,175.646,-36.980778
Andersons Bay,Unofficial Recorded,Suburb,0,170.528333,-45.89475
Andersons Bay Inlet,Unofficial Recorded,Bay,0,170.521167,-45.892556
Andersons Cove,Unofficial Recorded,Bay,0,174.56725,-36.04675
Andersons Flat,Unofficial Recorded,Flat,0,171.455444,-42.273528
Andersons Floodway,Unofficial Recorded,Stream,0,173.465972,-41.581028
Andersons Stream,Unofficial Recorded,Stream,0,175.844611,-41.185611
Andesite Point,Unofficial Recorded,Point,0,174.46975,-35.490694
Andesite Stream,Unofficial Recorded,Stream,0,175.688722,-37.159639
Andrew Burn,Unofficial Recorded,Stream,0,166.803722,-46.206389
Andrew Creek,Unofficial Recorded,Stream,0,170.478611,-43.340639
Andrews Creek,Unofficial Recorded,Stream,0,170.167528,-43.806056
Andrews Kauri Scenic Reserve,Official Validated,scenic reserve,1,174.513333,-36.437778
Andrews Pond Scientific Reserve,Official Validated,scientific reserve,0,174.9975,-40.908611
Andrews Stream,Official Assigned,Stream,0,171.086715,-44.906151
Andrews Stream,Unofficial Recorded,Stream,0,171.137083,-43.931333
Andrews Stream,Unofficial Recorded,Stream,0,171.798167,-42.977333
Andrewville,Unofficial Recorded,Suburb,0,171.271278,-44.232167
Andy Flat,Unofficial Recorded,Flat,0,168.417806,-44.40375
Andy Glacier,Unofficial Recorded,Glacier,0,168.3815,-44.408472
Anehu Stream,Unofficial Recorded,Stream,1,167.259222,-45.362528
Aneroa Stream,Unofficial Recorded,Stream,1,174.843111,-37.927056
Angakakahi Stream,Unofficial Recorded,Stream,1,176.204167,-37.987083
Angapaua,Unofficial Recorded,Place,1,174.79825,-41.121472
Angel Col,Official Assigned,Pass,0,170.667717,-43.324568
Angel Spur,Official Assigned,Ridge,0,170.811324,-43.709153
Angelus Peak,Unofficial Replaced,Hill,0,172.743844,-41.907586
Angelus Ridge,Official Assigned,Ridge,0,172.764664,-41.916346
Angle Knob,Unofficial Recorded,Hill,0,175.416167,-40.842611
Angle Knob Creek,Unofficial Recorded,Stream,0,175.390972,-40.827389
Angle Peak,Unofficial Recorded,Hill,0,168.287944,-44.448222
Angley Gully,Unofficial Recorded,Valley,0,169.429917,-45.168722
Anguilla Burn,Unofficial Recorded,Stream,0,169.310028,-45.814778
Angus Burn,Unofficial Recorded,Stream,0,167.124167,-46.225861
Angus Flat,Official Assigned,Flat,0,170.48378,-43.65598
Anini Clearing,Unofficial Recorded,Place,1,177.238528,-38.577
Anini Stream,Unofficial Recorded,Stream,1,177.213083,-38.566139
Anise Hill,Unofficial Recorded,Hill,0,169.345917,-46.054556
Anise Spur,Unofficial Recorded,Ridge,0,168.851333,-44.064639
Aniseed Hill,Official Assigned,Hill,0,173.15318,-41.379581
Aniseed Valley,Unofficial Recorded,Valley,0,172.696278,-42.309556
Aniseed Valley Recreation Reserve,Official Validated,recreation reserve,0,173.2425,-41.367222
Aniseed Valley Scenic Reserve,Official Validated,scenic reserve,0,173.233889,-41.393611
Anita Bay,Unofficial Recorded,Bay,0,167.788778,-44.585
Anita Bay,Unofficial Recorded,Bay,0,175.197417,-36.757528
Anita Peak,Official Assigned,Hill,0,169.70298,-44.010006
Aniwaniwa,Unofficial Recorded,Locality,1,177.165917,-38.744667
Aniwaniwa Falls,Unofficial Recorded,Waterfall,1,177.161722,-38.742194
Aniwaniwa Stream,Unofficial Recorded,Stream,1,176.547056,-38.98225
Aniwaniwa Stream,Unofficial Recorded,Stream,1,177.190917,-38.731639
Aniwhaniwha Falls,Unofficial Recorded,Waterfall,1,176.057056,-38.388639
Ann Point,Official Assigned,Point,0,174.879795,-37.794632
Anna Glacier,Unofficial Recorded,Glacier,0,170.327611,-43.488889
Anna Stream,Official Assigned,Stream,0,172.121536,-42.924069
Annan Gully,Unofficial Recorded,Valley,0,169.293028,-45.157056
Annat,Unofficial Recorded,Locality,0,171.994306,-43.371694
Anne River,Unofficial Recorded,Stream,0,172.512583,-42.361056
Anne Saddle,Unofficial Recorded,Pass,0,172.470861,-42.391694
Annear Creek,Official Assigned,Stream,0,168.058349,-45.063324
Annedale Stream,Official Assigned,Stream,0,176.042076,-40.761258
Annesbrook,Unofficial Recorded,Suburb,0,173.244889,-41.29825
Annetta Mountain,Official Assigned,Hill,0,168.272153,-44.369549
Annette Plateau,Official Assigned,Plateau,0,170.056941,-43.753419
Annetts Creek,Unofficial Recorded,Stream,0,170.176806,-45.350556
Annick Peak,Official Assigned,Hill,0,167.940075,-45.057446
Annie Bay,Unofficial Recorded,Bay,0,174.075528,-40.976222
Annie Peak,Unofficial Recorded,Hill,0,169.271611,-46.454139
Annie Peak,Unofficial Recorded,Hill,0,170.196917,-43.434611
Anniversary Point,Official Assigned,Point,0,172.714864,-42.308735
Annoyance Bluff,Unofficial Recorded,Cliff,0,170.721222,-43.215028
Anns Creek,Unofficial Recorded,Stream,0,174.821722,-36.933222
Anopungapunga Stream,Unofficial Recorded,Stream,1,176.005028,-38.725111
Anoura Road,Unofficial Replaced,Road,1,176.917935,-39.04518
Anslow Creek,Unofficial Recorded,Stream,0,173.148722,-41.477083
Anson Stream,Unofficial Recorded,Stream,0,170.727278,-43.134944
Anstey Stream,Official Assigned,Stream,0,173.154671,-42.674285
Ant Stream,Official Assigned,Stream,0,172.107731,-42.936099
Anti Crow River,Unofficial Recorded,Stream,0,171.472056,-43.020028
Anticline Creek,Official Assigned,Stream,0,176.819055,-39.047613
Antimony Crossing,Unofficial Recorded,Ford,0,169.71675,-45.820389
Antimony Saddle,Unofficial Recorded,Pass,0,168.989639,-45.055611
Antipodes Scarp,Unofficial Recorded,Scarp,0,-179,-48
Antipodes Scarp,Unofficial Recorded,Scarp,0,181,-48
Antoinette Mountain,Official Assigned,Hill,0,168.265991,-44.383697
Antomany Creek,Unofficial Recorded,Stream,0,169.463417,-43.628694
Antonios Creek,Unofficial Recorded,Stream,0,171.769889,-42.180222
Antonios Flat,Unofficial Recorded,Flat,0,171.774222,-42.183472
Antony Creek,Official Assigned,Stream,0,170.79717,-43.130541
Anxiety Point,Unofficial Recorded,Point,0,167.012444,-45.105472
Anybody Creek,Unofficial Recorded,Stream,0,169.238194,-43.861944
Anzac Bay,Official Approved,Bay,0,175.047,-36.800639
Anzac Bay,Official Approved,Bay,0,175.981083,-37.468722
Anzac Peaks,Official Approved,Hill,0,170.170389,-43.604889
Aohanga,Unofficial Replaced,Locality,1,176.333177,-40.680186
Aohanga River,Unofficial Replaced,Stream,1,176.138103,-40.632519
Aohanga Road,Unofficial Replaced,Road,1,176.341369,-40.654731
Aokaparangi,Unofficial Recorded,Hill,1,175.357222,-40.886472
Aokaparangi Creek,Unofficial Recorded,Stream,1,175.328583,-40.878972
Aokautere,Unofficial Recorded,Locality,1,175.664306,-40.367417
Aongatete,Unofficial Recorded,Locality,1,175.945583,-37.608833
Aongatete Recreation Reserve,Official Validated,recreation reserve,1,175.955833,-37.625833
Aongatete River,Unofficial Recorded,Stream,1,175.890583,-37.687417
Aoparauri,Unofficial Recorded,Hill,1,178.082472,-37.77175
Aoraki/Mount Cook,Official Altered,Hill,1,170.141926,-43.595348
Aoraki/Mount Cook,Official Altered,Town,1,170.098209,-43.735107
Aoraki/Mount Cook National Park,Official Validated,national park,1,170.285278,-43.599444
Aorangaia Island,Unofficial Recorded,Island,1,174.746278,-35.486167
Aorangi,Unofficial Recorded,Hill,1,176.080639,-39.616389
Aorangi,Unofficial Recorded,Hill,1,178.137667,-37.917083
Aorangi,Unofficial Recorded,Locality,1,175.577139,-40.24225
Aorangi,Unofficial Recorded,Locality,1,178.217639,-37.946806
Aorangi Creek,Unofficial Recorded,Stream,1,170.26675,-43.131611
Aorangi Forest Park,Official Validated,conservation park,1,175.314444,-41.451667
Aorangi Island,Unofficial Recorded,Island,1,174.741667,-35.478083
Aorangi Lagoon,Unofficial Recorded,Lake,1,170.26675,-43.131611
Aorangi No. 1 Drain,Unofficial Recorded,Stream,1,175.461667,-40.356889
Aorangi Range,Official Assigned,Range,1,175.3468,-41.459262
Aorangi Ridge,Official Adopted,Ridge,1,176.866667,-41.516667
Aorangi Scenic Reserve,Official Validated,scenic reserve,1,173.980278,-41.213889
Aorangi Scenic Reserve,Official Validated,scenic reserve,1,175.070833,-38.919444
Aorangi Stream,Official Assigned,Stream,1,175.940926,-39.466717
Aorangi Stream,Unofficial Recorded,Stream,1,176.150694,-38.181306
Aorangi Trough,Official Adopted,Trough,1,176.766667,-41.516667
Aorangiwai River,Unofficial Recorded,Stream,1,178.171306,-37.921528
Aorangiwai Scenic Reserve,Unofficial Replaced,scenic reserve,1,178.147386,-37.922697
Aorere,Official Approved,Locality,1,172.60217,-40.718637
Aorere Caves,Official Approved,Cave,1,172.627283,-40.764067
Aorere Caves Recreation Reserve,Official Validated,recreation reserve,1,172.625,-40.765
Aorere Peak,Official Approved,Hill,1,172.491222,-41.02259
Aorere River,Official Approved,Stream,1,172.486667,-40.829389
Aorere Saddle,Official Approved,Pass,1,172.334985,-41.060623
Aorere Scenic Reserve,Official Assigned,scenic reserve,1,172.516152,-40.821107
Aorere Stream,Unofficial Recorded,Stream,1,174.440778,-39.429278
Aotea,Official Assigned,Suburb,1,174.849848,-41.131085
Aotea,Unofficial Recorded,Locality,1,174.821556,-38.008167
Aotea,Unofficial Replaced,Locality,1,174.793172,-37.917145
Aotea / Shelly Beach,Official Assigned,Beach,1,174.378828,-36.572845
Aotea Cliffs,Unofficial Recorded,Cliff,1,174.378694,-36.565972
Aotea Conservation Park,Official Assigned,conservation park,1,175.407852,-36.192284
Aotea Harbour,Unofficial Recorded,Bay,1,174.839778,-37.974611
Aotea Heads Scientific Reserve,Official Validated,scientific reserve,1,174.804167,-37.993889
Aotea Reef,Official Assigned,Reef,1,174.768062,-37.999773
